INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
1295,T,251213,144438,58.9217385N,17.9224511E,10,48.1,172
1296,T,251213,144439,58.9216104N,17.9224747E,10,49.8,171
1297,T,251213,144440,58.9214788N,17.9225175E,14,50.9,171
1298,T,251213,144441,58.9213411N,17.9225629E,18,51.8,168
1299,T,251213,144442,58.9212161N,17.9226347E,19,52.4,167
1300,T,251213,144443,58.9210778N,17.9227018E,23,53.1,167
1301,T,251213,144444,58.9209783N,17.9227948E,25,51.6,163
1302,T,251213,144445,58.9208709N,17.9228929E,25,49.6,161
1303,T,251213,144446,58.9207487N,17.9230047E,32,47.5,159
1304,T,251213,144447,58.9206341N,17.9230694E,35,45.3,151
1305,T,251213,144448,58.9204686N,17.9232997E,36,46.4,141
1306,T,251213,144449,58.9203573N,17.9235225E,31,46.6,141
1307,T,251213,144450,58.9202553N,17.9237394E,27,46.8,140
1308,T,251213,144451,58.9201501N,17.9239253E,26,48.5,144
1309,T,251213,144452,58.9200781N,17.9240964E,25,48.7,128
1310,T,251213,144453,58.9200118N,17.9242606E,23,49.0,129
1311,T,251213,144454,58.9199638N,17.9244397E,22,49.4,131
1312,T,251213,144455,58.9198856N,17.9246741E,16,51.6,131
1313,T,251213,144456,58.9198223N,17.9248908E,11,52.4,133
1314,T,251213,144457,58.9197490N,17.9250801E,8,52.7,126
1315,T,251213,144458,58.9196767N,17.9252604E,9,52.5,135
1316,T,251213,144459,58.9195842N,17.9254397E,9,52.4,133
1317,T,251213,144501,58.9193810N,17.9259783E,5,55.3,121
1318,T,251213,144502,58.9193091N,17.9262471E,7,55.3,121
1319,T,251213,144504,58.9191333N,17.9267178E,1,55.5,126
1320,T,251213,144505,58.9190649N,17.9269710E,0,55.5,118
1321,T,251213,144506,58.9190098N,17.9272242E,0,55.1,116
1322,T,251213,144507,58.9189530N,17.9274685E,0,54.8,114
1323,T,251213,144515,58.9185377N,17.9294459E,21,54.4,109
1324,T,251213,144516,58.9185161N,17.9296945E,23,53.5,106
1325,T,251213,144516,58.9185161N,17.9296945E,23,53.5,106
1326,T,251213,144518,58.9184873N,17.9302093E,23,52.4,101
1327,T,251213,144519,58.9184952N,17.9304764E,24,52.0,100
1328,T,251213,144520,58.9184716N,17.9307205E,24,51.8,101
1329,T,251213,144521,58.9184480N,17.9309645E,24,51.6,101
1330,T,251213,144522,58.9184683N,17.9312003E,24,50.7,94
1331,T,251213,144523,58.9184887N,17.9314454E,24,49.8,89
1332,T,251213,144524,58.9184889N,17.9316778E,24,49.2,91
1333,T,251213,144525,58.9184890N,17.9319101E,24,48.8,90
1334,T,251213,144526,58.9185949N,17.9321883E,25,47.7,75
1335,T,251213,144527,58.9186215N,17.9324003E,25,46.8,80
1336,T,251213,144528,58.9186481N,17.9326122E,25,46.3,78
1337,T,251213,144529,58.9187103N,17.9328268E,24,45.0,79
1338,T,251213,144531,58.9187579N,17.9332048E,22,41.6,83
1339,T,251213,144532,58.9187655N,17.9333902E,22,40.7,84
1340,T,251213,144533,58.9188499N,17.9335378E,24,39.4,69
1341,T,251213,144535,58.9188488N,17.9338285E,30,36.4,77
1342,T,251213,144536,58.9188623N,17.9339842E,30,35.3,84
1343,T,251213,144537,58.9188755N,17.9341332E,31,34.2,80
1344,T,251213,144538,58.9188647N,17.9342701E,36,33.1,70
1345,T,251213,144543,58.9189378N,17.9349187E,44,26.6,79
1346,T,251213,144544,58.9189610N,17.9350425E,45,25.3,90
1347,T,251213,144545,58.9189517N,17.9351625E,46,24.4,101
1348,T,251213,144546,58.9189409N,17.9352679E,46,23.7,96
1349,T,251213,144547,58.9189102N,17.9352960E,64,22.7,75
1350,T,251213,144548,58.9189261N,17.9353873E,64,22.7,95
1351,T,251213,144549,58.9189047N,17.9354646E,64,22.7,121
1352,T,251213,144550,58.9188693N,17.9355584E,63,24.2,92
1353,T,251213,144551,58.9188518N,17.9356929E,62,26.8,125
1354,T,251213,144552,58.9188101N,17.9358072E,62,26.8,119
1355,T,251213,144553,58.9187932N,17.9359377E,60,29.2,117
1356,T,251213,144554,58.9187843N,17.9361355E,59,30.1,112
1357,T,251213,144557,58.9187957N,17.9366775E,42,30.1,113
1358,T,251213,144600,58.9186935N,17.9371140E,35,30.7,122
1359,T,251213,144601,58.9186583N,17.9372309E,33,30.1,135
1360,T,251213,144604,58.9185245N,17.9376231E,39,28.8,119
1361,T,251213,144606,58.9184069N,17.9377609E,38,28.8,136
1362,T,251213,144607,58.9183493N,17.9378513E,38,29.4,146
1363,T,251213,144608,58.9182798N,17.9379217E,39,29.2,144
1364,T,251213,144609,58.9181865N,17.9380115E,32,31.1,161
1365,T,251213,144610,58.9180941N,17.9380618E,35,31.1,147
1366,T,251213,144611,58.9180190N,17.9381496E,33,30.9,149
1367,T,251213,144612,58.9179443N,17.9382284E,31,30.7,148
1368,T,251213,144613,58.9178737N,17.9383155E,30,30.5,147
1369,T,251213,144614,58.9178022N,17.9384073E,29,30.7,146
1370,T,251213,144615,58.9177353N,17.9384969E,29,30.7,143
1371,T,251213,144616,58.9176821N,17.9385813E,29,30.3,135
1372,T,251213,144617,58.9176179N,17.9386860E,30,30.5,145
1373,T,251213,144618,58.9175544N,17.9387698E,30,30.5,144
1374,T,251213,144619,58.9175115N,17.9388934E,30,29.6,125
1375,T,251213,144620,58.9174859N,17.9390268E,29,28.7,114
1376,T,251213,144707,58.9150573N,17.9436491E,39,27.7,118
1377,T,251213,144708,58.9150251N,17.9437389E,41,26.8,109
1378,T,251213,144709,58.9150279N,17.9438390E,43,25.3,96
1379,T,251213,144710,58.9150356N,17.9439285E,44,23.7,81
1380,T,251213,144711,58.9150429N,17.9440244E,44,22.5,88
1381,T,251213,144712,58.9150488N,17.9441288E,43,21.8,67
1382,T,251213,144713,58.9150643N,17.9442234E,42,21.1,64
1383,T,251213,144714,58.9150806N,17.9443007E,42,20.3,64
1384,T,251213,144715,58.9151049N,17.9443846E,42,20.0,41
1385,T,251213,144716,58.9150707N,17.9444352E,41,17.2,65
1386,T,251213,144717,58.9150592N,17.9444802E,39,14.4,72
1387,T,251213,144718,58.9150547N,17.9444876E,41,11.8,64
1388,T,251213,144719,58.9150606N,17.9445128E,41,10.0,65
1389,T,251213,144726,58.9149702N,17.9444739E,44,1.4,65
1390,T,251213,144735,58.9149702N,17.9444739E,36,1.6,65
1391,T,251213,144736,58.9148987N,17.9444608E,36,6.6,180
1392,T,251213,144737,58.9148544N,17.9444470E,37,10.0,183
1393,T,251213,144738,58.9147993N,17.9444314E,38,11.4,189
1394,T,251213,144739,58.9147577N,17.9444273E,34,11.2,199
1395,T,251213,144740,58.9146902N,17.9444432E,23,12.9,212
1396,T,251213,144741,58.9146466N,17.9444335E,15,12.7,217
1397,T,251213,144742,58.9146198N,17.9444090E,12,12.5,209
1398,T,251213,144743,58.9145953N,17.9443678E,12,12.5,232
1399,T,251213,144744,58.9145658N,17.9442925E,13,13.7,240
1400,T,251213,144745,58.9145438N,17.9442006E,13,15.3,254
1401,T,251213,144746,58.9145314N,17.9441123E,14,16.6,261
1402,T,251213,144747,58.9145345N,17.9440413E,14,16.2,279
1403,T,251213,144748,58.9145430N,17.9439617E,15,17.0,292
1404,T,251213,144749,58.9145578N,17.9438773E,15,17.4,291
1405,T,251213,144750,58.9145721N,17.9437997E,15,17.0,292
1406,T,251213,144751,58.9145829N,17.9437294E,15,16.2,289
1407,T,251213,144752,58.9145895N,17.9436610E,14,15.5,285
1408,T,251213,144753,58.9145851N,17.9435991E,14,14.6,274
1409,T,251213,144754,58.9145809N,17.9435421E,13,13.3,273
1410,T,251213,144755,58.9145832N,17.9434814E,13,12.7,277
1411,T,251213,144756,58.9145697N,17.9434709E,9,11.6,297
1412,T,251213,144757,58.9145718N,17.9434202E,9,10.5,290
1413,T,251213,144758,58.9145685N,17.9433764E,10,9.6,301
1414,T,251213,144759,58.9145710N,17.9433370E,10,8.7,324
1415,T,251213,144800,58.9145689N,17.9433090E,11,7.9,357
1416,T,251213,144801,58.9145679N,17.9432978E,13,7.9,357
1417,T,251213,144802,58.9145742N,17.9432944E,13,7.9,2
1418,T,251213,144803,58.9145832N,17.9432846E,14,7.9,3
1419,T,251213,144804,58.9145953N,17.9432791E,16,7.4,3
1420,T,251213,144805,58.9146064N,17.9432767E,16,6.4,4
1421,T,251213,144806,58.9146201N,17.9432791E,16,5.5,5
1422,T,251213,144807,58.9146281N,17.9432802E,16,2.7,5
1423,T,251213,144808,58.9146370N,17.9432830E,16,3.5,8
1424,T,251213,144809,58.9146485N,17.9432897E,16,2.2,8
1425,T,251213,144810,58.9146544N,17.9432969E,15,1.4,8
1426,T,251213,144830,58.9145673N,17.9433712E,27,2.0,8
1427,T,251213,144831,58.9145591N,17.9433754E,27,3.3,336
1428,T,251213,144832,58.9145690N,17.9433624E,27,4.6,317
1429,T,251213,144833,58.9145803N,17.9433417E,27,5.5,314
1430,T,251213,144834,58.9145914N,17.9433201E,27,5.5,317
1431,T,251213,144835,58.9145995N,17.9433016E,26,3.1,315
1432,T,251213,144836,58.9146039N,17.9432870E,26,1.1,315
1433,T,251213,144837,58.9146049N,17.9432848E,26,1.2,315
1434,T,251213,144845,58.9146049N,17.9432848E,28,1.8,315
1435,T,251213,144846,58.9146137N,17.9432538E,28,1.8,315
